Latitude: 34.048766666666666, Longitude: -117.82076666666667, Pixels: 858, 6161
Latitude: 34.049083333333336, Longitude: -117.82051666666666, Pixels: 1920, 4612
Latitude: 34.04895, Longitude: -117.82056666666666, Pixels: 1707, 5264
Latitude: 34.04881666666667, Longitude: -117.82063333333333, Pixels: 1424, 5916
Latitude: 34.04873333333333, Longitude: -117.82078333333334, Pixels: 787, 6324
Latitude: 34.04875, Longitude: -117.82078333333334, Pixels: 787, 6242
Latitude: 34.04875, Longitude: -117.82078333333334, Pixels: 787, 6242
Latitude: 34.048766666666666, Longitude: -117.82076666666667, Pixels: 858, 6161
Latitude: 34.0489, Longitude: -117.82071666666667, Pixels: 1070, 5509
Latitude: 34.04891666666666, Longitude: -117.82073333333334, Pixels: 999, 5427
Latitude: 34.049033333333334, Longitude: -117.82068333333333, Pixels: 1212, 4856
Latitude: 34.049166666666665, Longitude: -117.82063333333333, Pixels: 1424, 4204
Latitude: 34.04926666666667, Longitude: -117.8206, Pixels: 1566, 3715
Latitude: 34.049416666666666, Longitude: -117.82053333333333, Pixels: 1849, 2981
Latitude: 34.049533333333336, Longitude: -117.8205, Pixels: 1991, 2410
Latitude: 34.04958333333333, Longitude: -117.82048333333333, Pixels: 2061, 2165
Latitude: 34.049733333333336, Longitude: -117.82041666666667, Pixels: 2345, 1431
Latitude: 34.04986666666667, Longitude: -117.82038333333334, Pixels: 2486, 779
Latitude: 34.0499, Longitude: -117.82043333333333, Pixels: 2274, 616
Latitude: 34.049816666666665, Longitude: -117.82045, Pixels: 2203, 1023
Latitude: 34.049683333333334, Longitude: -117.82051666666666, Pixels: 1920, 1676
Latitude: 34.049566666666664, Longitude: -117.82055, Pixels: 1778, 2247
Latitude: 34.04945, Longitude: -117.82058333333333, Pixels: 1636, 2817
Latitude: 34.04933333333334, Longitude: -117.82063333333333, Pixels: 1424, 3388
Latitude: 34.049216666666666, Longitude: -117.82068333333333, Pixels: 1212, 3959
Latitude: 34.0491, Longitude: -117.82071666666667, Pixels: 1070, 4530
Latitude: 34.049033333333334, Longitude: -117.82073333333334, Pixels: 999, 4856
Latitude: 34.048883333333336, Longitude: -117.8208, Pixels: 716, 5590
Latitude: 34.04873333333333, Longitude: -117.82078333333334, Pixels: 787, 6324
Latitude: 34.0487, Longitude: -117.82075, Pixels: 928, 6487
Latitude: 34.0487, Longitude: -117.82076666666667, Pixels: 858, 6487
Latitude: 34.04901666666667, Longitude: -117.82001666666666, Pixels: 4044, 4938
Latitude: 34.049083333333336, Longitude: -117.82005, Pixels: 3902, 4612
Latitude: 34.04905, Longitude: -117.82021666666667, Pixels: 3194, 4775
Latitude: 34.04905, Longitude: -117.82036666666667, Pixels: 2557, 4775
Latitude: 34.04891666666666, Longitude: -117.8205, Pixels: 1991, 5427
Latitude: 34.048833333333334, Longitude: -117.8206, Pixels: 1566, 5835
Latitude: 34.0488, Longitude: -117.82081666666667, Pixels: 645, 5998
Latitude: 34.04895, Longitude: -117.82086666666666, Pixels: 433, 5264
Latitude: 34.04901666666667, Longitude: -117.82083333333334, Pixels: 574, 4938
Latitude: 34.04905, Longitude: -117.82081666666667, Pixels: 645, 4775
Latitude: 34.04915, Longitude: -117.8208, Pixels: 716, 4285
Latitude: 34.049216666666666, Longitude: -117.82075, Pixels: 928, 3959
Latitude: 34.049283333333335, Longitude: -117.8207, Pixels: 1141, 3633
Latitude: 34.04933333333334, Longitude: -117.8207, Pixels: 1141, 3388
Latitude: 34.049216666666666, Longitude: -117.82075, Pixels: 928, 3959
Latitude: 34.049083333333336, Longitude: -117.8208, Pixels: 716, 4612
Latitude: 34.04901666666667, Longitude: -117.82081666666667, Pixels: 645, 4938
Latitude: 34.048966666666665, Longitude: -117.82083333333334, Pixels: 574, 5182
Latitude: 34.04893333333333, Longitude: -117.82086666666666, Pixels: 433, 5345
Latitude: 34.04895, Longitude: -117.8208, Pixels: 716, 5264
Latitude: 34.04905, Longitude: -117.82075, Pixels: 928, 4775
Latitude: 34.04913333333333, Longitude: -117.82071666666667, Pixels: 1070, 4367
Latitude: 34.049216666666666, Longitude: -117.82068333333333, Pixels: 1212, 3959
Latitude: 34.049283333333335, Longitude: -117.82066666666667, Pixels: 1282, 3633
Latitude: 34.0494, Longitude: -117.82063333333333, Pixels: 1424, 3062
Latitude: 34.049483333333335, Longitude: -117.82058333333333, Pixels: 1636, 2654
Latitude: 34.04955, Longitude: -117.82056666666666, Pixels: 1707, 2328
Latitude: 34.04963333333333, Longitude: -117.82053333333333, Pixels: 1849, 1920
Latitude: 34.04971666666667, Longitude: -117.82048333333333, Pixels: 2061, 1513
Latitude: 34.04985, Longitude: -117.82045, Pixels: 2203, 860
Latitude: 34.049933333333335, Longitude: -117.82043333333333, Pixels: 2274, 453
Latitude: 34.04991666666667, Longitude: -117.82041666666667, Pixels: 2345, 534
Latitude: 34.04985, Longitude: -117.82045, Pixels: 2203, 860
Latitude: 34.04975, Longitude: -117.82048333333333, Pixels: 2061, 1350
Latitude: 34.049683333333334, Longitude: -117.8205, Pixels: 1991, 1676
Latitude: 34.04963333333333, Longitude: -117.82051666666666, Pixels: 1920, 1920
Latitude: 34.0496, Longitude: -117.82053333333333, Pixels: 1849, 2084
Latitude: 34.04951666666667, Longitude: -117.82056666666666, Pixels: 1707, 2491
Latitude: 34.04945, Longitude: -117.82058333333333, Pixels: 1636, 2817
Latitude: 34.04935, Longitude: -117.82063333333333, Pixels: 1424, 3307
Latitude: 34.049283333333335, Longitude: -117.82065, Pixels: 1353, 3633
Latitude: 34.04923333333333, Longitude: -117.82066666666667, Pixels: 1282, 3878
Latitude: 34.04911666666667, Longitude: -117.82071666666667, Pixels: 1070, 4448
Latitude: 34.049083333333336, Longitude: -117.82073333333334, Pixels: 999, 4612
Latitude: 34.04901666666667, Longitude: -117.82075, Pixels: 928, 4938
Latitude: 34.04893333333333, Longitude: -117.82078333333334, Pixels: 787, 5345
Latitude: 34.0489, Longitude: -117.82078333333334, Pixels: 787, 5509
Latitude: 34.048766666666666, Longitude: -117.8208, Pixels: 716, 6161
Latitude: 34.0489, Longitude: -117.82075, Pixels: 928, 5509
Latitude: 34.04895, Longitude: -117.82071666666667, Pixels: 1070, 5264
Latitude: 34.04905, Longitude: -117.82068333333333, Pixels: 1212, 4775
Latitude: 34.04918333333333, Longitude: -117.82063333333333, Pixels: 1424, 4122
Latitude: 34.04926666666667, Longitude: -117.82061666666667, Pixels: 1495, 3715
Latitude: 34.049366666666664, Longitude: -117.82056666666666, Pixels: 1707, 3225
Latitude: 34.04946666666667, Longitude: -117.82051666666666, Pixels: 1920, 2736
Latitude: 34.049366666666664, Longitude: -117.82058333333333, Pixels: 1636, 3225
Latitude: 34.04918333333333, Longitude: -117.82066666666667, Pixels: 1282, 4122
Latitude: 34.04898333333333, Longitude: -117.82073333333334, Pixels: 999, 5101
Latitude: 34.04873333333333, Longitude: -117.8208, Pixels: 716, 6324
Latitude: 34.04865, Longitude: -117.82071666666667, Pixels: 1070, 6732
Latitude: 34.048716666666664, Longitude: -117.82053333333333, Pixels: 1849, 6406
Latitude: 34.04893333333333, Longitude: -117.8203, Pixels: 2840, 5345
Latitude: 34.04905, Longitude: -117.82016666666667, Pixels: 3407, 4775
Latitude: 34.04901666666667, Longitude: -117.8199, Pixels: 4540, 4938
Latitude: 34.048966666666665, Longitude: -117.81973333333333, Pixels: 5248, 5182
Latitude: 34.04898333333333, Longitude: -117.81973333333333, Pixels: 5248, 5101
Latitude: 34.04895, Longitude: -117.81968333333333, Pixels: 5460, 5264
Latitude: 34.048966666666665, Longitude: -117.81965, Pixels: 5602, 5182
Latitude: 34.04893333333333, Longitude: -117.8193, Pixels: 7089, 5345
Latitude: 34.04858333333333, Longitude: -117.8186, Pixels: 10063, 7058
Latitude: 34.04866666666667, Longitude: -117.81796666666666, Pixels: 12754, 6650
Latitude: 34.049216666666666, Longitude: -117.81736666666667, Pixels: 15303, 3959
Latitude: 34.04995, Longitude: -117.81676666666667, Pixels: 17852, 371
Latitude: 34.04995, Longitude: -117.81676666666667, Pixels: 17852, 371
Latitude: 34.04996666666667, Longitude: -117.81675, Pixels: 17923, 290
Latitude: 34.0504, Longitude: -117.8164, Pixels: 19410, -1830
Latitude: 34.05126666666666, Longitude: -117.81575, Pixels: 22172, -6070
Latitude: 34.05278333333333, Longitude: -117.81458333333333, Pixels: 27128, -13491
Latitude: 34.0545, Longitude: -117.813, Pixels: 33855, -21890
Latitude: 34.05683333333333, Longitude: -117.81076666666667, Pixels: 43344, -33307
Latitude: 34.05876666666666, Longitude: -117.80818333333333, Pixels: 54320, -42767
Latitude: 34.0594, Longitude: -117.80606666666667, Pixels: 63313, -45865
Latitude: 34.06095, Longitude: -117.80203333333333, Pixels: 80449, -53449
Latitude: 34.06275, Longitude: -117.79945, Pixels: 91425, -62256
Latitude: 34.06406666666667, Longitude: -117.79818333333333, Pixels: 96806, -68699
Latitude: 34.06445, Longitude: -117.79763333333334, Pixels: 99143, -70574
Latitude: 34.06413333333333, Longitude: -117.79733333333333, Pixels: 100418, -69025
Latitude: 34.06388333333334, Longitude: -117.7972, Pixels: 100984, -67802
Latitude: 34.049033333333334, Longitude: -117.82, Pixels: 4115, 4856
Latitude: 34.04905, Longitude: -117.82001666666666, Pixels: 4044, 4775
Latitude: 34.04906666666667, Longitude: -117.82015, Pixels: 3478, 4693
Latitude: 34.04895, Longitude: -117.82041666666667, Pixels: 2345, 5264
Latitude: 34.04898333333333, Longitude: -117.82041666666667, Pixels: 2345, 5101
Latitude: 34.04906666666667, Longitude: -117.8204, Pixels: 2415, 4693
Latitude: 34.049166666666665, Longitude: -117.82038333333334, Pixels: 2486, 4204
Latitude: 34.049366666666664, Longitude: -117.82038333333334, Pixels: 2486, 3225
Latitude: 34.04951666666667, Longitude: -117.8204, Pixels: 2415, 2491
Latitude: 34.04946666666667, Longitude: -117.82041666666667, Pixels: 2345, 2736
Latitude: 34.04935, Longitude: -117.82045, Pixels: 2203, 3307
Latitude: 34.04925, Longitude: -117.82048333333333, Pixels: 2061, 3796
Latitude: 34.049216666666666, Longitude: -117.8205, Pixels: 1991, 3959
Latitude: 34.0491, Longitude: -117.82055, Pixels: 1778, 4530
Latitude: 34.04901666666667, Longitude: -117.82058333333333, Pixels: 1636, 4938
Latitude: 34.04893333333333, Longitude: -117.82061666666667, Pixels: 1495, 5345
Latitude: 34.04885, Longitude: -117.82063333333333, Pixels: 1424, 5753
Latitude: 34.04878333333333, Longitude: -117.82066666666667, Pixels: 1282, 6079
Latitude: 34.04873333333333, Longitude: -117.82073333333334, Pixels: 999, 6324
Latitude: 34.04878333333333, Longitude: -117.82073333333334, Pixels: 999, 6079
Latitude: 34.04886666666667, Longitude: -117.8207, Pixels: 1141, 5672
Latitude: 34.04895, Longitude: -117.82068333333333, Pixels: 1212, 5264
Latitude: 34.049083333333336, Longitude: -117.82063333333333, Pixels: 1424, 4612
Latitude: 34.049166666666665, Longitude: -117.8206, Pixels: 1566, 4204
Latitude: 34.04923333333333, Longitude: -117.82058333333333, Pixels: 1636, 3878
Latitude: 34.04935, Longitude: -117.82053333333333, Pixels: 1849, 3307
Latitude: 34.0494, Longitude: -117.82051666666666, Pixels: 1920, 3062
Latitude: 34.04946666666667, Longitude: -117.8205, Pixels: 1991, 2736
Latitude: 34.049533333333336, Longitude: -117.82048333333333, Pixels: 2061, 2410
Latitude: 34.04963333333333, Longitude: -117.82043333333333, Pixels: 2274, 1920
Latitude: 34.04978333333333, Longitude: -117.82041666666667, Pixels: 2345, 1187
Latitude: 34.049816666666665, Longitude: -117.82041666666667, Pixels: 2345, 1023
Latitude: 34.049733333333336, Longitude: -117.82043333333333, Pixels: 2274, 1431
Latitude: 34.04963333333333, Longitude: -117.82046666666666, Pixels: 2132, 1920
Latitude: 34.04958333333333, Longitude: -117.82048333333333, Pixels: 2061, 2165
Latitude: 34.04951666666667, Longitude: -117.82051666666666, Pixels: 1920, 2491
Latitude: 34.04938333333333, Longitude: -117.82055, Pixels: 1778, 3144
Latitude: 34.04933333333334, Longitude: -117.82056666666666, Pixels: 1707, 3388
Latitude: 34.04923333333333, Longitude: -117.8206, Pixels: 1566, 3878
Latitude: 34.04915, Longitude: -117.82063333333333, Pixels: 1424, 4285
Latitude: 34.04906666666667, Longitude: -117.82068333333333, Pixels: 1212, 4693
Latitude: 34.04893333333333, Longitude: -117.82073333333334, Pixels: 999, 5345
Latitude: 34.048716666666664, Longitude: -117.82078333333334, Pixels: 787, 6406
Latitude: 34.04865, Longitude: -117.8207, Pixels: 1141, 6732
Latitude: 34.04875, Longitude: -117.82045, Pixels: 2203, 6242
Latitude: 34.04901666666667, Longitude: -117.82023333333333, Pixels: 3124, 4938
Latitude: 34.04905, Longitude: -117.82001666666666, Pixels: 4044, 4775
Latitude: 34.049, Longitude: -117.81993333333334, Pixels: 4398, 5019
Latitude: 34.049033333333334, Longitude: -117.82005, Pixels: 3902, 4856
Latitude: 34.049033333333334, Longitude: -117.82003333333333, Pixels: 3973, 4856
Latitude: 34.049033333333334, Longitude: -117.82013333333333, Pixels: 3548, 4856
Latitude: 34.049, Longitude: -117.82023333333333, Pixels: 3124, 5019
Latitude: 34.049, Longitude: -117.8203, Pixels: 2840, 5019
Latitude: 34.04893333333333, Longitude: -117.82046666666666, Pixels: 2132, 5345
Latitude: 34.04895, Longitude: -117.82046666666666, Pixels: 2132, 5264
Latitude: 34.04898333333333, Longitude: -117.82046666666666, Pixels: 2132, 5101
Latitude: 34.04901666666667, Longitude: -117.82045, Pixels: 2203, 4938
Latitude: 34.04905, Longitude: -117.82043333333333, Pixels: 2274, 4775
Latitude: 34.049083333333336, Longitude: -117.82041666666667, Pixels: 2345, 4612
Latitude: 34.0491, Longitude: -117.82041666666667, Pixels: 2345, 4530
Latitude: 34.04915, Longitude: -117.82038333333334, Pixels: 2486, 4285
Latitude: 34.0492, Longitude: -117.82038333333334, Pixels: 2486, 4041
Latitude: 34.049283333333335, Longitude: -117.82036666666667, Pixels: 2557, 3633
Latitude: 34.04925, Longitude: -117.82041666666667, Pixels: 2345, 3796
Latitude: 34.049216666666666, Longitude: -117.82041666666667, Pixels: 2345, 3959
Latitude: 34.04915, Longitude: -117.82045, Pixels: 2203, 4285
Latitude: 34.049083333333336, Longitude: -117.82048333333333, Pixels: 2061, 4612
Latitude: 34.04905, Longitude: -117.8205, Pixels: 1991, 4775
Latitude: 34.049, Longitude: -117.8205, Pixels: 1991, 5019
Latitude: 34.0489, Longitude: -117.82055, Pixels: 1778, 5509
Latitude: 34.04881666666667, Longitude: -117.82058333333333, Pixels: 1636, 5916
Latitude: 34.048833333333334, Longitude: -117.82058333333333, Pixels: 1636, 5835
Latitude: 34.048883333333336, Longitude: -117.82056666666666, Pixels: 1707, 5590
Latitude: 34.04891666666666, Longitude: -117.82056666666666, Pixels: 1707, 5427
Latitude: 34.048966666666665, Longitude: -117.82055, Pixels: 1778, 5182
Latitude: 34.049, Longitude: -117.82053333333333, Pixels: 1849, 5019
Latitude: 34.04905, Longitude: -117.82051666666666, Pixels: 1920, 4775
Latitude: 34.04911666666667, Longitude: -117.8205, Pixels: 1991, 4448
Latitude: 34.049166666666665, Longitude: -117.82046666666666, Pixels: 2132, 4204
Latitude: 34.04923333333333, Longitude: -117.82045, Pixels: 2203, 3878
Latitude: 34.048766666666666, Longitude: -117.82076666666667, Pixels: 858, 6161
Latitude: 34.0487, Longitude: -117.82075, Pixels: 928, 6487
Latitude: 34.0487, Longitude: -117.82071666666667, Pixels: 1070, 6487
Latitude: 34.0487, Longitude: -117.82073333333334, Pixels: 999, 6487
Latitude: 34.04878333333333, Longitude: -117.82061666666667, Pixels: 1495, 6079
Latitude: 34.04886666666667, Longitude: -117.82051666666666, Pixels: 1920, 5672
Latitude: 34.04885, Longitude: -117.8205, Pixels: 1991, 5753
Latitude: 34.04893333333333, Longitude: -117.82041666666667, Pixels: 2345, 5345
Latitude: 34.04893333333333, Longitude: -117.82041666666667, Pixels: 2345, 5345
Latitude: 34.049033333333334, Longitude: -117.82035, Pixels: 2628, 4856
Latitude: 34.04911666666667, Longitude: -117.82031666666667, Pixels: 2769, 4448
Latitude: 34.04911666666667, Longitude: -117.82033333333334, Pixels: 2699, 4448
Latitude: 34.04918333333333, Longitude: -117.82033333333334, Pixels: 2699, 4122
Latitude: 34.0493, Longitude: -117.82038333333334, Pixels: 2486, 3551
Latitude: 34.04923333333333, Longitude: -117.82043333333333, Pixels: 2274, 3878
Latitude: 34.049166666666665, Longitude: -117.82043333333333, Pixels: 2274, 4204
Latitude: 34.049083333333336, Longitude: -117.82048333333333, Pixels: 2061, 4612
Latitude: 34.049, Longitude: -117.82051666666666, Pixels: 1920, 5019
Latitude: 34.04895, Longitude: -117.82051666666666, Pixels: 1920, 5264
Latitude: 34.04886666666667, Longitude: -117.82055, Pixels: 1778, 5672
Latitude: 34.04893333333333, Longitude: -117.82048333333333, Pixels: 2061, 5345
Latitude: 34.04905, Longitude: -117.82045, Pixels: 2203, 4775
Latitude: 34.04913333333333, Longitude: -117.82041666666667, Pixels: 2345, 4367
Latitude: 34.049216666666666, Longitude: -117.8204, Pixels: 2415, 3959
Latitude: 34.049283333333335, Longitude: -117.82036666666667, Pixels: 2557, 3633
Latitude: 34.0494, Longitude: -117.82033333333334, Pixels: 2699, 3062
Latitude: 34.04943333333333, Longitude: -117.82036666666667, Pixels: 2557, 2899
Latitude: 34.049366666666664, Longitude: -117.8204, Pixels: 2415, 3225
Latitude: 34.0493, Longitude: -117.82043333333333, Pixels: 2274, 3551
Latitude: 34.04923333333333, Longitude: -117.82046666666666, Pixels: 2132, 3878
Latitude: 34.04915, Longitude: -117.8205, Pixels: 1991, 4285
Latitude: 34.049083333333336, Longitude: -117.82051666666666, Pixels: 1920, 4612
Latitude: 34.04895, Longitude: -117.82056666666666, Pixels: 1707, 5264
Latitude: 34.04881666666667, Longitude: -117.82063333333333, Pixels: 1424, 5916
Latitude: 34.04873333333333, Longitude: -117.82078333333334, Pixels: 787, 6324
Latitude: 34.04875, Longitude: -117.82078333333334, Pixels: 787, 6242
Latitude: 34.04875, Longitude: -117.82078333333334, Pixels: 787, 6242
Latitude: 34.048766666666666, Longitude: -117.82076666666667, Pixels: 858, 6161
Latitude: 34.0489, Longitude: -117.82071666666667, Pixels: 1070, 5509
Latitude: 34.04891666666666, Longitude: -117.82073333333334, Pixels: 999, 5427
Latitude: 34.049033333333334, Longitude: -117.82068333333333, Pixels: 1212, 4856
Latitude: 34.049166666666665, Longitude: -117.82063333333333, Pixels: 1424, 4204
Latitude: 34.04926666666667, Longitude: -117.8206, Pixels: 1566, 3715
Latitude: 34.049416666666666, Longitude: -117.82053333333333, Pixels: 1849, 2981
Latitude: 34.049533333333336, Longitude: -117.8205, Pixels: 1991, 2410
Latitude: 34.04958333333333, Longitude: -117.82048333333333, Pixels: 2061, 2165
Latitude: 34.049733333333336, Longitude: -117.82041666666667, Pixels: 2345, 1431
Latitude: 34.04986666666667, Longitude: -117.82038333333334, Pixels: 2486, 779
Latitude: 34.0499, Longitude: -117.82043333333333, Pixels: 2274, 616
Latitude: 34.049816666666665, Longitude: -117.82045, Pixels: 2203, 1023
Latitude: 34.049683333333334, Longitude: -117.82051666666666, Pixels: 1920, 1676
Latitude: 34.049566666666664, Longitude: -117.82055, Pixels: 1778, 2247
Latitude: 34.04945, Longitude: -117.82058333333333, Pixels: 1636, 2817
Latitude: 34.04933333333334, Longitude: -117.82063333333333, Pixels: 1424, 3388
Latitude: 34.049216666666666, Longitude: -117.82068333333333, Pixels: 1212, 3959
Latitude: 34.0491, Longitude: -117.82071666666667, Pixels: 1070, 4530
Latitude: 34.049033333333334, Longitude: -117.82073333333334, Pixels: 999, 4856
Latitude: 34.048883333333336, Longitude: -117.8208, Pixels: 716, 5590
Latitude: 34.04873333333333, Longitude: -117.82078333333334, Pixels: 787, 6324
Latitude: 34.0487, Longitude: -117.82075, Pixels: 928, 6487
Latitude: 34.0487, Longitude: -117.82076666666667, Pixels: 858, 6487
Latitude: 34.04901666666667, Longitude: -117.82001666666666, Pixels: 4044, 4938
Latitude: 34.049083333333336, Longitude: -117.82005, Pixels: 3902, 4612
Latitude: 34.04905, Longitude: -117.82021666666667, Pixels: 3194, 4775
Latitude: 34.04905, Longitude: -117.82036666666667, Pixels: 2557, 4775
Latitude: 34.04891666666666, Longitude: -117.8205, Pixels: 1991, 5427
Latitude: 34.048833333333334, Longitude: -117.8206, Pixels: 1566, 5835
Latitude: 34.0488, Longitude: -117.82081666666667, Pixels: 645, 5998
Latitude: 34.04895, Longitude: -117.82086666666666, Pixels: 433, 5264
Latitude: 34.04901666666667, Longitude: -117.82083333333334, Pixels: 574, 4938
Latitude: 34.04905, Longitude: -117.82081666666667, Pixels: 645, 4775
Latitude: 34.04915, Longitude: -117.8208, Pixels: 716, 4285
Latitude: 34.049216666666666, Longitude: -117.82075, Pixels: 928, 3959
Latitude: 34.049283333333335, Longitude: -117.8207, Pixels: 1141, 3633
Latitude: 34.04933333333334, Longitude: -117.8207, Pixels: 1141, 3388
Latitude: 34.049216666666666, Longitude: -117.82075, Pixels: 928, 3959
Latitude: 34.049083333333336, Longitude: -117.8208, Pixels: 716, 4612
Latitude: 34.04901666666667, Longitude: -117.82081666666667, Pixels: 645, 4938
Latitude: 34.048966666666665, Longitude: -117.82083333333334, Pixels: 574, 5182
Latitude: 34.04893333333333, Longitude: -117.82086666666666, Pixels: 433, 5345
Latitude: 34.04895, Longitude: -117.8208, Pixels: 716, 5264
Latitude: 34.04905, Longitude: -117.82075, Pixels: 928, 4775
Latitude: 34.04913333333333, Longitude: -117.82071666666667, Pixels: 1070, 4367
Latitude: 34.049216666666666, Longitude: -117.82068333333333, Pixels: 1212, 3959
Latitude: 34.049283333333335, Longitude: -117.82066666666667, Pixels: 1282, 3633
Latitude: 34.0494, Longitude: -117.82063333333333, Pixels: 1424, 3062
Latitude: 34.049483333333335, Longitude: -117.82058333333333, Pixels: 1636, 2654
Latitude: 34.04955, Longitude: -117.82056666666666, Pixels: 1707, 2328
Latitude: 34.04963333333333, Longitude: -117.82053333333333, Pixels: 1849, 1920
Latitude: 34.04971666666667, Longitude: -117.82048333333333, Pixels: 2061, 1513
Latitude: 34.04985, Longitude: -117.82045, Pixels: 2203, 860
Latitude: 34.049933333333335, Longitude: -117.82043333333333, Pixels: 2274, 453
Latitude: 34.04991666666667, Longitude: -117.82041666666667, Pixels: 2345, 534
Latitude: 34.04985, Longitude: -117.82045, Pixels: 2203, 860
Latitude: 34.04975, Longitude: -117.82048333333333, Pixels: 2061, 1350
Latitude: 34.049683333333334, Longitude: -117.8205, Pixels: 1991, 1676
Latitude: 34.04963333333333, Longitude: -117.82051666666666, Pixels: 1920, 1920
Latitude: 34.0496, Longitude: -117.82053333333333, Pixels: 1849, 2084
Latitude: 34.04951666666667, Longitude: -117.82056666666666, Pixels: 1707, 2491
Latitude: 34.04945, Longitude: -117.82058333333333, Pixels: 1636, 2817
Latitude: 34.04935, Longitude: -117.82063333333333, Pixels: 1424, 3307
Latitude: 34.049283333333335, Longitude: -117.82065, Pixels: 1353, 3633
Latitude: 34.04923333333333, Longitude: -117.82066666666667, Pixels: 1282, 3878
Latitude: 34.04911666666667, Longitude: -117.82071666666667, Pixels: 1070, 4448
Latitude: 34.049083333333336, Longitude: -117.82073333333334, Pixels: 999, 4612
Latitude: 34.04901666666667, Longitude: -117.82075, Pixels: 928, 4938
Latitude: 34.04893333333333, Longitude: -117.82078333333334, Pixels: 787, 5345
Latitude: 34.0489, Longitude: -117.82078333333334, Pixels: 787, 5509
Latitude: 34.048766666666666, Longitude: -117.8208, Pixels: 716, 6161
Latitude: 34.0489, Longitude: -117.82075, Pixels: 928, 5509
Latitude: 34.04895, Longitude: -117.82071666666667, Pixels: 1070, 5264
Latitude: 34.04905, Longitude: -117.82068333333333, Pixels: 1212, 4775
Latitude: 34.04918333333333, Longitude: -117.82063333333333, Pixels: 1424, 4122
Latitude: 34.04926666666667, Longitude: -117.82061666666667, Pixels: 1495, 3715
Latitude: 34.049366666666664, Longitude: -117.82056666666666, Pixels: 1707, 3225
Latitude: 34.04946666666667, Longitude: -117.82051666666666, Pixels: 1920, 2736
Latitude: 34.049366666666664, Longitude: -117.82058333333333, Pixels: 1636, 3225
Latitude: 34.04918333333333, Longitude: -117.82066666666667, Pixels: 1282, 4122
Latitude: 34.04898333333333, Longitude: -117.82073333333334, Pixels: 999, 5101
Latitude: 34.04873333333333, Longitude: -117.8208, Pixels: 716, 6324
Latitude: 34.04865, Longitude: -117.82071666666667, Pixels: 1070, 6732
Latitude: 34.048716666666664, Longitude: -117.82053333333333, Pixels: 1849, 6406
Latitude: 34.04893333333333, Longitude: -117.8203, Pixels: 2840, 5345
Latitude: 34.04905, Longitude: -117.82016666666667, Pixels: 3407, 4775
Latitude: 34.04901666666667, Longitude: -117.8199, Pixels: 4540, 4938
Latitude: 34.048966666666665, Longitude: -117.81973333333333, Pixels: 5248, 5182
Latitude: 34.04898333333333, Longitude: -117.81973333333333, Pixels: 5248, 5101
Latitude: 34.04895, Longitude: -117.81968333333333, Pixels: 5460, 5264
Latitude: 34.048966666666665, Longitude: -117.81965, Pixels: 5602, 5182
Latitude: 34.04893333333333, Longitude: -117.8193, Pixels: 7089, 5345
Latitude: 34.04858333333333, Longitude: -117.8186, Pixels: 10063, 7058
Latitude: 34.04866666666667, Longitude: -117.81796666666666, Pixels: 12754, 6650
Latitude: 34.049216666666666, Longitude: -117.81736666666667, Pixels: 15303, 3959
Latitude: 34.04995, Longitude: -117.81676666666667, Pixels: 17852, 371
Latitude: 34.04995, Longitude: -117.81676666666667, Pixels: 17852, 371
Latitude: 34.04996666666667, Longitude: -117.81675, Pixels: 17923, 290
Latitude: 34.0504, Longitude: -117.8164, Pixels: 19410, -1830
Latitude: 34.05126666666666, Longitude: -117.81575, Pixels: 22172, -6070
Latitude: 34.05278333333333, Longitude: -117.81458333333333, Pixels: 27128, -13491
Latitude: 34.0545, Longitude: -117.813, Pixels: 33855, -21890
Latitude: 34.05683333333333, Longitude: -117.81076666666667, Pixels: 43344, -33307
Latitude: 34.05876666666666, Longitude: -117.80818333333333, Pixels: 54320, -42767
Latitude: 34.0594, Longitude: -117.80606666666667, Pixels: 63313, -45865
Latitude: 34.06095, Longitude: -117.80203333333333, Pixels: 80449, -53449
Latitude: 34.06275, Longitude: -117.79945, Pixels: 91425, -62256
Latitude: 34.06406666666667, Longitude: -117.79818333333333, Pixels: 96806, -68699
Latitude: 34.06445, Longitude: -117.79763333333334, Pixels: 99143, -70574
Latitude: 34.06413333333333, Longitude: -117.79733333333333, Pixels: 100418, -69025
Latitude: 34.06388333333334, Longitude: -117.7972, Pixels: 100984, -67802
Latitude: 34.049033333333334, Longitude: -117.82, Pixels: 4115, 4856
Latitude: 34.04905, Longitude: -117.82001666666666, Pixels: 4044, 4775
Latitude: 34.04906666666667, Longitude: -117.82015, Pixels: 3478, 4693
Latitude: 34.04895, Longitude: -117.82041666666667, Pixels: 2345, 5264
Latitude: 34.04898333333333, Longitude: -117.82041666666667, Pixels: 2345, 5101
Latitude: 34.04906666666667, Longitude: -117.8204, Pixels: 2415, 4693
Latitude: 34.049166666666665, Longitude: -117.82038333333334, Pixels: 2486, 4204
Latitude: 34.049366666666664, Longitude: -117.82038333333334, Pixels: 2486, 3225
Latitude: 34.04951666666667, Longitude: -117.8204, Pixels: 2415, 2491
Latitude: 34.04946666666667, Longitude: -117.82041666666667, Pixels: 2345, 2736
Latitude: 34.04935, Longitude: -117.82045, Pixels: 2203, 3307
Latitude: 34.04925, Longitude: -117.82048333333333, Pixels: 2061, 3796
